date,spy_close,vix,hyg,dxy,gold,copper,eem,skew,composite_score,flow_regime,regime_signal,return_5d,return_10d,return_20d
2014-03-19,186.66000366210938,15.119999885559082,93.7300033569336,79.98999786376953,128.08999633789062,20.200000762939453,38.56999969482422,129.3699951171875,6.9,risk_on,STRONG_HOLD,-0.91,1.19,-0.28
2014-03-20,187.75,14.520000457763672,94.05000305175781,80.20999908447266,127.86000061035156,19.899999618530273,38.7400016784668,134.02000427246094,6.9,risk_on,STRONG_HOLD,-1.69,0.47,-0.72
2014-03-21,186.1999969482422,15.0,93.98999786376953,80.11000061035156,128.47000122070312,19.969999313354492,38.97999954223633,132.82000732421875,6.9,risk_on,STRONG_HOLD,-0.38,0.11,0.45
2014-03-24,185.42999267578125,15.09000015258789,94.0199966430664,79.93000030517578,126.18000030517578,19.959999084472656,39.36000061035156,132.6999969482422,6.9,risk_on,STRONG_HOLD,0.85,-0.59,1.33
2014-03-25,186.30999755859375,14.020000457763672,94.20999908447266,79.94000244140625,126.41000366210938,20.290000915527344,39.810001373291016,121.80999755859375,6.9,risk_on,STRONG_HOLD,1.04,-0.65,0.61
2014-03-26,184.97000122070312,14.930000305175781,94.2300033569336,79.9800033569336,125.41000366210938,20.010000228881836,39.900001525878906,119.05000305175781,6.9,risk_on,STRONG_HOLD,2.11,1.15,1.55
2014-03-27,184.5800018310547,14.619999885559082,94.08999633789062,80.11000061035156,124.58999633789062,20.290000915527344,40.41999816894531,117.95999908447266,6.9,risk_on,STRONG_HOLD,2.19,-0.77,0.93
2014-03-28,185.49000549316406,14.40999984741211,94.25,80.18000030517578,124.55999755859375,20.579999923706055,40.7400016784668,124.9800033569336,6.9,risk_on,STRONG_HOLD,0.49,-2.15,0.75
2014-03-31,187.00999450683594,13.880000114440918,94.38999938964844,80.0999984741211,123.61000061035156,20.540000915527344,41.0099983215332,123.25,8,risk_on,STRONG_HOLD,-1.43,-2.18,0.4
2014-04-01,188.25,13.100000381469727,94.12000274658203,80.08000183105469,123.38999938964844,20.59000015258789,41.4900016784668,128.0800018310547,8,risk_on,STRONG_HOLD,-1.67,-2.15,0.03
2014-04-02,188.8800048828125,13.09000015258789,94.0199966430664,80.22000122070312,124.31999969482422,20.59000015258789,41.56999969482422,127.30000305175781,8,risk_on,STRONG_HOLD,-0.95,-1.46,-0.29
2014-04-03,188.6300048828125,13.369999885559082,94.05999755859375,80.47000122070312,123.91999816894531,20.450000762939453,41.40999984741211,128.1300048828125,8,risk_on,STRONG_HOLD,-2.9,-1.19,-0.3
2014-04-04,186.39999389648438,13.960000038146973,94.27999877929688,80.41999816894531,125.56999969482422,20.309999465942383,41.29999923706055,126.61000061035156,8,risk_on,STRONG_HOLD,-2.62,0.34,1.08
2014-04-07,184.33999633789062,15.569999694824219,94.08000183105469,80.22000122070312,124.91000366210938,20.309999465942383,41.47999954223633,123.91999816894531,6.9,risk_on,STRONG_HOLD,-0.76,1.93,1.32
2014-04-08,185.10000610351562,14.890000343322754,94.30000305175781,79.75,126.08999633789062,20.56999969482422,41.959999084472656,124.33999633789062,6.9,risk_on,STRONG_HOLD,-0.49,1.27,1.5
2014-04-09,187.08999633789062,13.819999694824219,94.44999694824219,79.4800033569336,126.31999969482422,20.56999969482422,42.279998779296875,130.7899932861328,8,risk_on,STRONG_HOLD,-0.51,0.4,0.32
2014-04-10,183.16000366210938,15.890000343322754,94.18000030517578,79.37999725341797,127.01000213623047,20.389999389648438,41.83000183105469,125.11000061035156,6.9,risk_on,STRONG_HOLD,1.76,1.71,2.62
2014-04-11,181.50999450683594,17.030000686645508,93.77999877929688,79.44999694824219,126.93000030517578,20.40999984741211,41.83000183105469,122.58999633789062,5.7,mild_risk_on,HOLD,3.05,2.96,4.56
2014-04-14,182.94000244140625,16.110000610351562,94.08000183105469,79.7300033569336,127.8499984741211,20.489999771118164,41.7400016784668,122.58999633789062,6.9,risk_on,STRONG_HOLD,2.71,2.63,3.84
2014-04-15,184.1999969482422,15.609999656677246,94.18000030517578,79.80000305175781,125.48999786376953,20.239999771118164,41.11000061035156,129.24000549316406,6.9,risk_on,STRONG_HOLD,1.76,2.23,2.64
2014-04-16,186.1300048828125,14.180000305175781,94.2300033569336,79.81999969482422,125.54000091552734,20.469999313354492,41.630001068115234,125.43000030517578,6.9,risk_on,STRONG_HOLD,0.91,1.18,0.68
2014-04-17,186.38999938964844,13.359999656677246,94.12000274658203,79.83000183105469,124.75,20.469999313354492,42.0099983215332,127.93000030517578,8,risk_on,STRONG_HOLD,-0.05,0.9,0.89
2014-04-21,187.0399932861328,13.25,94.12000274658203,79.94999694824219,124.23999786376953,20.530000686645508,41.75,119.11000061035156,8,risk_on,STRONG_HOLD,-0.09,0.74,0.91
2014-04-22,187.88999938964844,13.1899995803833,94.22000122070312,79.91000366210938,123.77999877929688,20.559999465942383,41.63999938964844,126.51000213623047,8,risk_on,STRONG_HOLD,-0.07,-0.59,-0.18
2014-04-23,187.4499969482422,13.270000457763672,94.25,79.86000061035156,123.76000213623047,20.6299991607666,41.34000015258789,126.11000061035156,8,risk_on,STRONG_HOLD,0.46,0.23,0.9
2014-04-24,187.8300018310547,13.319999694824219,94.2699966430664,79.80000305175781,124.55999755859375,20.950000762939453,41.380001068115234,126.11000061035156,8,risk_on,STRONG_HOLD,0.27,-0.08,0.94
