date,ticker,spot_price,rsi_14,ma_200,above_200ma,rsi_pct,iv_pct,pc_pct,iv_current,pc_ratio,gex_b,gex_regime,zero_gamma,call_wall,put_wall,opportunity_score,signal,signal_detail
2026-06-10,MSFT,397.36,40.19,454.86,False,30.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 30%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-10,NVDA,200.42,32.97,189.02,True,6.4,,,,,,,,,,4,WATCH — price-based setup (options data from today forward),RSI extremely oversold vs own history (bottom 6%) | Above 200MA — uptrend intact [price-based only]
2026-06-10,TSLA,381.59,36.98,415.16,False,17.2,,,,,,,,,,2,NEUTRAL — mild dip in own history,"RSI very oversold vs own history (bottom 17%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-11,AAPL,295.63,41.53,266.56,True,27.7,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 28%) | Above 200MA — uptrend intact [price-based only]
2026-06-11,AMZN,241.51,27.13,232.46,True,7.0,,,,,,,,,,4,WATCH — price-based setup (options data from today forward),RSI extremely oversold vs own history (bottom 7%) | Above 200MA — uptrend intact [price-based only]
2026-06-11,GOOGL,357.77,30.18,307.18,True,9.9,,,,,,,,,,4,WATCH — price-based setup (options data from today forward),RSI extremely oversold vs own history (bottom 10%) | Above 200MA — uptrend intact [price-based only]
2026-06-11,META,568.43,37.41,659.02,False,24.6,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 25%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-11,MSFT,390.34,38.58,454.29,False,27.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 27%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-11,NVDA,204.87,39.26,189.14,True,15.1,,,,,,,,,,3,NEUTRAL — mild dip in own history,RSI very oversold vs own history (bottom 15%) | Above 200MA — uptrend intact [price-based only]
2026-06-11,TSLA,399.15,43.93,415.42,False,33.5,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 34%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-12,AAPL,291.13,34.19,266.87,True,15.1,,,,,,,,,,3,NEUTRAL — mild dip in own history,RSI very oversold vs own history (bottom 15%) | Above 200MA — uptrend intact [price-based only]
2026-06-12,AMZN,238.55,26.76,232.51,True,6.6,,,,,,,,,,4,WATCH — price-based setup (options data from today forward),RSI extremely oversold vs own history (bottom 7%) | Above 200MA — uptrend intact [price-based only]
2026-06-12,GOOGL,359.68,33.96,307.94,True,12.8,,,,,,,,,,3,NEUTRAL — mild dip in own history,RSI very oversold vs own history (bottom 13%) | Above 200MA — uptrend intact [price-based only]
2026-06-12,META,566.98,35.88,658.09,False,21.9,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 22%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-12,MSFT,390.74,38.93,453.73,False,28.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 29%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-12,NVDA,205.19,42.12,189.26,True,23.3,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 23%) | Above 200MA — uptrend intact [price-based only]
2026-06-12,TSLA,406.43,43.6,415.69,False,33.3,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 33%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-15,AAPL,296.42,40.19,267.2,True,25.4,,,,,,,,,,2,NEUTRAL — mild dip in own history,RSI oversold vs own history (bottom 25%) | Above 200MA — uptrend intact [price-based only]
2026-06-15,AMZN,246.02,35.44,232.59,True,14.6,,,,,,,,,,3,NEUTRAL — mild dip in own history,RSI very oversold vs own history (bottom 15%) | Above 200MA — uptrend intact [price-based only]
2026-06-15,GOOGL,369.35,37.21,308.75,True,17.3,,,,,,,,,,3,NEUTRAL — mild dip in own history,RSI very oversold vs own history (bottom 17%) | Above 200MA — uptrend intact [price-based only]
2026-06-15,META,593.48,44.69,657.32,False,37.9,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-15,MSFT,399.76,43.85,453.2,False,38.6,,,,,,,,,,0,NO SIGNAL — not oversold vs own history,"Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-15,NVDA,212.45,48.31,189.41,True,40.0,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,Above 200MA — uptrend intact [price-based only]
2026-06-15,TSLA,411.15,42.53,416.0,False,29.7,,,,,,,,,,1,NO SIGNAL — not oversold vs own history,"RSI oversold vs own history (bottom 30%) | Below 200MA — downtrend, scale in slowly [price-based only]"
2026-06-16,AAPL,299.24,40.49,267.53,True,10.7,28,,23.34,0.66,1.5,positive,268.02,300.0,240.0,5,"WATCH — setup building, not quite ready","RSI very oversold (bottom 11% of own history) | Options moderately priced (IV 28th pct) | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-16,MSFT,393.83,43.01,452.62,False,30.4,89,,32.14,0.46,0.4318,positive,380.37,450.0,380.0,2,"NEUTRAL — no edge, wait","RSI oversold (bottom 30% of own history) | Options expensive (IV top 11% of history) — fear priced in, wait | GEX positive — dealers providing support | Below 200MA — downtrend, scale in slowly"
2026-06-16,NVDA,207.41,46.49,189.55,True,28.6,14,,37.11,0.79,1.2,positive,193.33,210.0,185.0,5,"WATCH — setup building, not quite ready","RSI oversold (bottom 29% of own history) | Options cheap (IV bottom 14% of own history) — good entry cost | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-16,GOOGL,373.25,40.29,309.56,True,28.6,64,,32.7,0.72,0.6057,positive,347.41,380.0,345.0,3,"NEUTRAL — no edge, wait","RSI oversold (bottom 29% of own history) | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-16,META,600.21,39.15,656.56,False,39.3,61,,34.81,0.46,0.6852,positive,567.86,750.0,550.0,1,AVOID — not oversold or fear is company-specific,"GEX positive — dealers providing support | Below 200MA — downtrend, scale in slowly"
2026-06-16,AMZN,246.0,28.33,232.67,True,8.9,59,,32.39,0.7,0.5182,positive,218.22,250.0,220.0,5,"WATCH — setup building, not quite ready","RSI extremely oversold (bottom 9% of own history) | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-16,TSLA,404.66,38.09,416.3,False,19.6,35,,49.57,0.7,0.525,positive,388.15,420.0,380.0,4,"WATCH — setup building, not quite ready","RSI very oversold (bottom 20% of own history) | Options moderately priced (IV 35th pct) | GEX positive — dealers providing support | Below 200MA — downtrend, scale in slowly"
2026-06-17,AAPL,295.95,36.79,267.85,True,5.4,28,,23.34,0.67,1.1,positive,269.01,300.0,240.0,6,"BUY — oversold, good loading zone","RSI extremely oversold (bottom 5% of own history) | Options moderately priced (IV 28th pct) | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-17,MSFT,378.91,32.25,451.98,False,10.7,89,,32.14,0.45,-0.0091,negative,374.32,500.0,380.0,3,"NEUTRAL — no edge, wait","RSI very oversold (bottom 11% of own history) | Options expensive (IV top 11% of history) — fear priced in, wait | GEX negative — unstable, watch for stabilization | Below 200MA — downtrend, scale in slowly"
2026-06-17,NVDA,204.65,43.6,189.7,True,23.2,14,,37.11,0.78,0.5038,positive,195.25,210.0,205.0,5,"WATCH — setup building, not quite ready","RSI oversold (bottom 23% of own history) | Options cheap (IV bottom 14% of own history) — good entry cost | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-17,GOOGL,363.79,35.1,310.32,True,23.2,64,,32.7,0.73,0.3435,positive,354.27,370.0,355.0,3,"NEUTRAL — no edge, wait","RSI oversold (bottom 23% of own history) | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-17,META,567.58,32.55,655.71,False,23.2,61,,34.81,0.46,-0.0074,negative,560.78,750.0,550.0,2,"NEUTRAL — no edge, wait","RSI oversold (bottom 23% of own history) | GEX negative — unstable, watch for stabilization | Below 200MA — downtrend, scale in slowly"
2026-06-17,AMZN,237.5,22.35,232.71,True,1.8,59,,32.39,0.69,0.12190000000000001,positive,221.98,270.0,237.5,5,"WATCH — setup building, not quite ready","RSI extremely oversold (bottom 2% of own history) | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-17,TSLA,396.38,35.39,416.61,False,10.7,35,,49.57,0.7,0.19,positive,385.91,420.0,395.0,4,"WATCH — setup building, not quite ready","RSI very oversold (bottom 11% of own history) | Options moderately priced (IV 35th pct) | GEX positive — dealers providing support | Below 200MA — downtrend, scale in slowly"
2026-06-18,AAPL,298.01,39.07,268.19,True,7.0,28,,23.34,0.68,1.3,positive,257.07,300.0,240.0,6,"BUY — oversold, good loading zone","RSI extremely oversold (bottom 7% of own history) | Options moderately priced (IV 28th pct) | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-18,MSFT,379.4,18.55,451.35,False,3.5,89,,32.14,0.46,-0.0277,negative,358.11,500.0,375.0,4,"WATCH — setup building, not quite ready","RSI extremely oversold (bottom 4% of own history) | Options expensive (IV top 11% of history) — fear priced in, wait | GEX negative — unstable, watch for stabilization | Below 200MA — downtrend, scale in slowly"
2026-06-18,NVDA,210.69,49.71,189.9,True,35.1,14,,37.11,0.78,2.0,positive,203.37,212.5,185.0,4,"WATCH — setup building, not quite ready","Options cheap (IV bottom 14% of own history) — good entry cost | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-18,GOOGL,368.03,42.57,311.1,True,31.6,64,,32.7,0.72,0.6741,positive,342.32,370.0,360.0,3,"NEUTRAL — no edge, wait","RSI oversold (bottom 32% of own history) | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-18,META,577.22,36.24,654.92,False,31.6,61,,34.81,0.47,0.30660000000000004,positive,543.19,750.0,550.0,2,"NEUTRAL — no edge, wait","RSI oversold (bottom 32% of own history) | GEX positive — dealers providing support | Below 200MA — downtrend, scale in slowly"
2026-06-18,AMZN,244.39,31.12,232.8,True,10.5,59,,32.39,0.67,0.5614,positive,222.74,245.0,230.0,4,"WATCH — setup building, not quite ready","RSI very oversold (bottom 10% of own history) | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
2026-06-18,TSLA,400.49,38.56,416.96,False,21.1,35,,49.57,0.68,0.29769999999999996,positive,375.79,402.5,350.0,3,"NEUTRAL — no edge, wait","RSI oversold (bottom 21% of own history) | Options moderately priced (IV 35th pct) | GEX positive — dealers providing support | Below 200MA — downtrend, scale in slowly"
2026-06-19,AAPL,298.01,39.07,268.19,True,8.6,28,,23.34,0.68,0.9265,positive,257.5,310.0,240.0,6,"BUY — oversold, good loading zone","RSI extremely oversold (bottom 9% of own history) | Options moderately priced (IV 28th pct) | GEX positive — dealers providing support | Above 200MA — uptrend intact, dip is buyable"
